SOMAMER_ID	UniProt	TargetFullName	Target	HGNC	ensembl_id	chrom	gene	tss
MED1.3892.21.2	Q15648	Mediator of RNA polymerase II transcription subunit 1	MED-1	MED1	ENSG00000125686	17	ENSG00000125686	37607525.0
MED1.5470.69.2	Q15648	Mediator of RNA polymerase II transcription subunit 1	MED-1	MED1	ENSG00000125686	17	ENSG00000125686	37607525.0
MED4.14021.81.3	Q9NPJ6	Mediator of RNA polymerase II transcription subunit 4	MED4	MED4	ENSG00000136146	13	ENSG00000136146	48669222.0
MEF2C.8933.84.3	Q06413	Myocyte-specific enhancer factor 2C	MEF2C	MEF2C	ENSG00000081189	5	ENSG00000081189	88178991.0
MEGF10.11168.3.3	Q96KG7	Multiple epidermal growth factor-like domains protein 10	MEG10	MEGF10	ENSG00000145794	5	ENSG00000145794	126751834.0
MENT.5744.12.3	Q9BUN1	Protein MENT	CA056	MENT	ENSG00000143443	1	ENSG00000143443	151021045.0
MEPE.3209.69.1	Q9NQ76	Matrix extracellular phosphoglycoprotein	MEPE	MEPE	ENSG00000152595	4	ENSG00000152595	88754121.0
MESDC2.5594.87.3	Q14696	LDLR chaperone MESD	MESD2	MESDC2	ENSG00000117899	15	ENSG00000117899	81282148.0
MET.2837.3.2	P08581	Hepatocyte growth factor receptor	Met	MET	ENSG00000105976	7	ENSG00000105976	116351669.5
METTL1.12514.16.3	Q9UBP6	tRNA (guanine-N(7)-)-methyltransferase	METTL1	METTL1	ENSG00000037897	12	ENSG00000037897	58165890.5
MFAP1.5606.24.3	P55081	Microfibrillar-associated protein 1	MFAP1	MFAP1	ENSG00000140259	15	ENSG00000140259	44109665.0
MFAP2.9294.45.3	P55001	Microfibrillar-associated protein 2	MFAP2	MFAP2	ENSG00000117122	1	ENSG00000117122	17307116.0
MFAP4.5636.10.3	P55083	Microfibril-associated glycoprotein 4	MFAP4	MFAP4	ENSG00000166482	17	ENSG00000166482	19290503.0
MFAP5.6440.31.3	Q13361	Microfibrillar-associated protein 5	MFAP5	MFAP5	ENSG00000197614	12	ENSG00000197614	8815285.0
MFGE8.4455.89.2	Q08431	Lactadherin	MFGM	MFGE8	ENSG00000140545	15	ENSG00000140545	89456601.5
MFN1.11364.18.3	Q8IWA4	Mitofusin-1	MFN1	MFN1	ENSG00000171109	3	ENSG00000171109	179072028.5
MFNG.5605.77.3	O00587	Beta-1,3-N-acetylglucosaminyltransferase manic fringe	MFNG	MFNG	ENSG00000100060	22	ENSG00000100060	37881542.0
MGA.11587.5.3	Q8IWI9	MAX gene-associated protein	MGAP	MGA	ENSG00000174197	15	ENSG00000174197	41956818.0
MGAT1.10571.14.3	P26572	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	MGAT1	MGAT1	ENSG00000131446	5	ENSG00000131446	180237127.0
MGAT2.6909.40.3	Q10469	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	MGAT2	MGAT2	ENSG00000168282	14	ENSG00000168282	50087489.0
MGAT4B.7141.21.3	Q9UQ53	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	MGT4B	MGAT4B	ENSG00000161013	5	ENSG00000161013	179228909.0
MGAT4C.7208.60.3	Q9UBM8	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C	MGT4C	MGAT4C	ENSG00000182050	12	ENSG00000182050	86650097.5
MIA.2687.2.1	Q16674	Melanoma-derived growth regulatory protein	MIA	MIA	ENSG00000261857	19	ENSG00000261857	41281282.0
MICALL2.12891.1.3	Q8IY33	MICAL-like protein 2	MILK2	MICALL2	ENSG00000164877	7	ENSG00000164877	1480010.5
MICB.5102.55.3	Q29980	MHC class I polypeptide-related sequence B	MICB	MICB	ENSG00000204516	6	ENSG00000204516	31465892.0
MID2.14249.68.3	Q9UJV3	Probable E3 ubiquitin-protein ligase MID2	TRIM1	MID2	ENSG00000080561	X	ENSG00000080561	107069376.5
MIF.5356.2.3	P14174	Macrophage migration inhibitory factor	MIF	MIF	ENSG00000240972	22	ENSG00000240972	24236637.0
MILR1.11173.29.3	Q7Z6M3	Allergin-1	MILR1	MILR1	ENSG00000271605	17	ENSG00000271605	62461569.0
MINOS1.7956.11.3	Q5TGZ0	MICOS complex subunit MIC10	MOS1	MINOS1	ENSG00000173436	1	ENSG00000173436	19923495.0
MINPP1.5586.66.3	Q9UNW1	Multiple inositol polyphosphate phosphatase 1	MINP1	MINPP1	ENSG00000107789	10	ENSG00000107789	89266111.0
MLEC.6285.71.3	Q14165	Malectin	K0152	MLEC	ENSG00000110917	12	ENSG00000110917	121131797.0
MLL2.13623.4.3	O14686	Histone-lysine N-methyltransferase 2D	MLL2	MLL2	ENSG00000167548	12	ENSG00000167548	49433082.0
MLN.5631.83.3	P12872	Promotilin	MOTI	MLN	ENSG00000096395	6	ENSG00000096395	33771779.0
MLYCD.11538.216.3	O95822	Malonyl-CoA decarboxylase, mitochondrial	DCMC	MLYCD	ENSG00000103150	16	ENSG00000103150	83939009.5
MMEL1.3627.71.4	Q495T6	Membrane metallo-endopeptidase-like 1	MMEL2	MMEL1	ENSG00000142606	1	ENSG00000142606	2551886.5
MMGT1.7225.51.3	Q8N4V1	Membrane magnesium transporter 1	MMGT1	MMGT1	ENSG00000169446	X	ENSG00000169446	135056164.0
MMP10.3743.1.2	P09238	Stromelysin-2	MMP-10	MMP10	ENSG00000166670	11	ENSG00000166670	102651359.0
MMP10.8479.4.3	P09238	Stromelysin-2	MMP-10	MMP10	ENSG00000166670	11	ENSG00000166670	102651359.0
MMP12.4496.60.2	P39900	Macrophage metalloelastase	MMP-12	MMP12	ENSG00000110347	11	ENSG00000110347	102745764.0
MMP13.4925.54.2	P45452	Collagenase 3	MMP-13	MMP13	ENSG00000137745	11	ENSG00000137745	102826448.5
MMP14.5002.76.1	P50281	Matrix metalloproteinase-14	MMP-14	MMP14	ENSG00000157227	14	ENSG00000157227	23305807.0
MMP16.5268.49.3	P51512	Matrix metalloproteinase-16	MMP-16	MMP16	ENSG00000156103	8	ENSG00000156103	89339601.0
MMP16.9719.145.3	P51512	Matrix metalloproteinase-16	MMP-16	MMP16	ENSG00000156103	8	ENSG00000156103	89339601.0
MMP17.2838.53.1	Q9ULZ9	Matrix metalloproteinase-17	MMP-17	MMP17	ENSG00000198598	12	ENSG00000198598	132325281.0
MMP2.4160.49.1	P08253	72 kDa type IV collagenase	MMP-2	MMP2	ENSG00000087245	16	ENSG00000087245	55514177.5
MMP7.8475.15.3	P09237	Matrilysin	MMP-7	MMP7	ENSG00000137673	11	ENSG00000137673	102401481.0
MMP8.2954.56.2	P22894	Neutrophil collagenase	MMP-8	MMP8	ENSG00000118113	11	ENSG00000118113	102595684.0
MMP9.2579.17.5	P14780	Matrix metalloproteinase-9	MMP-9	MMP9	ENSG00000100985	20	ENSG00000100985	44637547.0
MMRN2.11895.21.3	Q9H8L6	Multimerin-2	EMILIN-3	MMRN2	ENSG00000173269	10	ENSG00000173269	88717342.0
MMRN2.9723.105.3	Q9H8L6	Multimerin-2	EMILIN-3	MMRN2	ENSG00000173269	10	ENSG00000173269	88717342.0
MNX1.9576.58.3	P50219	Motor neuron and pancreas homeobox protein 1	MNX1	MNX1	ENSG00000130675	7	ENSG00000130675	156802129.0
MOB1A.12426.19.3	Q9H8S9	MOB kinase activator 1A	MOL1B	MOB1A	ENSG00000114978	2	ENSG00000114978	74405995.0
MOCS3.14229.5.3	O95396	Adenylyltransferase and sulfurtransferase MOCS3	MOCS3	MOCS3	ENSG00000124217	20	ENSG00000124217	49575363.0
MPDZ.14036.116.3	O75970	Multiple PDZ domain protein	MPDZ	MPDZ	ENSG00000107186	9	ENSG00000107186	13175823.0
MPG.12438.127.3	P29372	DNA-3-methyladenine glycosylase	3MG	MPG	ENSG00000103152	16	ENSG00000103152	128062.0
MPL.3473.78.2	P40238	Thrombopoietin Receptor	Thrombopoietin Receptor	MPL	ENSG00000117400	1	ENSG00000117400	43803499.0
MPO.2580.83.2	P05164	Myeloperoxidase	Myeloperoxidase	MPO	ENSG00000005381	17	ENSG00000005381	56357404.0
MPP6.13490.1.3	Q9NZW5	MAGUK p55 subfamily member 6	MPP6	MPP6	ENSG00000105926	7	ENSG00000105926	24613358.5
MPP7.12732.13.3	Q5T2T1	MAGUK p55 subfamily member 7	MPP7	MPP7	ENSG00000150054	10	ENSG00000150054	28570044.5
MPST.12686.15.3	P25325	3-mercaptopyruvate sulfurtransferase	THTM	MPST	ENSG00000128309	22	ENSG00000128309	37415809.0
MPZ.10615.18.3	P25189	Myelin protein P0	MYP0	MPZ	ENSG00000158887	1	ENSG00000158887	161278502.5
MRAP.7895.108.3	Q8TCY5	Melanocortin-2 receptor accessory protein	MRAP	MRAP	ENSG00000170262	21	ENSG00000170262	33664124.0
MRAP2.10889.2.3	Q96G30	Melanocortin-2 receptor accessory protein 2	MRAP2	MRAP2	ENSG00000135324	6	ENSG00000135324	84743475.0
MRC1.2637.77.2	P22897	Macrophage mannose receptor 1	Macrophage mannose receptor	MRC1	ENSG00000120586	10	ENSG00000120586	18098352.0
MRC2.3041.55.2	Q9UBG0	C-type mannose receptor 2	MRC2	MRC2	ENSG00000011028	17	ENSG00000011028	60757992.0
MRE11A.11319.106.3	P49959	Double-strand break repair protein MRE11A	MRE11	MRE11A	ENSG00000020922	11	ENSG00000020922	94227011.5
MRPL14.8021.59.3	Q6P1L8	39S ribosomal protein L14, mitochondrial	RM14	MRPL14	ENSG00000180992	6	ENSG00000180992	44095194.0
MRPL32.7982.10.3	Q9BYC8	39S ribosomal protein L32, mitochondrial	RM32	MRPL32	ENSG00000106591	7	ENSG00000106591	42973297.5
MRPL33.13453.2.3	O75394	39S ribosomal protein L33, mitochondrial	RM33	MRPL33	ENSG00000243147	2	ENSG00000243147	27994608.5
MRPL34.6933.20.3	Q9BQ48	39S ribosomal protein L34, mitochondrial	RM34	MRPL34	ENSG00000130312	19	ENSG00000130312	17411115.0
MRPL52.7123.25.3	Q86TS9	39S ribosomal protein L52, mitochondrial	RM52	MRPL52	ENSG00000172590	14	ENSG00000172590	23299115.0
MRRF.12355.223.3	Q96E11	Ribosome-recycling factor, mitochondrial	RRFM	MRRF	ENSG00000148187	9	ENSG00000148187	125027188.0
MRVI1.8255.34.3	Q9Y6F6	Protein MRVI1	MRVI1	MRVI1	ENSG00000072952	11	ENSG00000072952	10715069.0
MSLN.3893.55.2	Q13421	Mesothelin	Mesothelin	MSLN	ENSG00000102854	16	ENSG00000102854	811093.5
MSLN.3893.64.1	Q13421	Mesothelin	Mesothelin	MSLN	ENSG00000102854	16	ENSG00000102854	811093.5
MSMB.10620.21.3	P08118	Beta-microseminoprotein	PSP-94	MSMB	ENSG00000138294	10	ENSG00000138294	51549553.0
MSMP.8080.24.3	Q1L6U9	Prostate-associated microseminoprotein	PSMP	MSMP	ENSG00000215183	9	ENSG00000215183	35755438.0
MSR1.11207.3.3	P21757	Macrophage scavenger receptor types I and II	Macrophage scavenger receptor	MSR1	ENSG00000038945	8	ENSG00000038945	16050300.0
MSR1.3684.78.3	P21757	Macrophage scavenger receptor types I and II	Macrophage scavenger receptor	MSR1	ENSG00000038945	8	ENSG00000038945	16050300.0
MSRA.7137.8.3	Q9UJ68	Mitochondrial peptide methionine sulfoxide reductase	MSRA	MSRA	ENSG00000175806	8	ENSG00000175806	9953061.5
MSRB3.7824.88.3	Q8IXL7	Methionine-R-sulfoxide reductase B3	MSRB3	MSRB3	ENSG00000174099	12	ENSG00000174099	65672522.0
MST1R.2640.3.2	Q04912	Macrophage-stimulating protein receptor	MSP R	MST1R	ENSG00000164078	3	ENSG00000164078	49941042.0
MSTN.12077.32.3	O14793	Growth/differentiation factor 8	Myostatin	MSTN	ENSG00000138379	2	ENSG00000138379	190927455.0
MSTN.14583.49.3	O14793	Growth/differentiation factor 8	Myostatin	MSTN	ENSG00000138379	2	ENSG00000138379	190927455.0
MT1F.10416.79.3	P04733	Metallothionein-1F	MT1F	MT1F	ENSG00000198417	16	ENSG00000198417	56691855.0
MTAP.9910.9.3	Q13126	S-methyl-5'-thioadenosine phosphorylase	MTAP	MTAP	ENSG00000099810	9	ENSG00000099810	21802810.5
MTCP1.12916.3.3	P56278	Protein p13 MTCP-1	MTCP1	MTCP1	ENSG00000214827	X	ENSG00000214827	154299501.0
MTFR1.9095.5.3	Q15390	Mitochondrial fission regulator 1	MTFR1	MTFR1	ENSG00000066855	8	ENSG00000066855	66582216.0
MTHFS.14107.1.3	P49914	5-formyltetrahydrofolate cyclo-ligase	MTHFS	MTHFS	ENSG00000136371	15	ENSG00000136371	80189365.0
MTMR1.11167.6.3	Q13613	Myotubularin-related protein 1	MTMR1	MTMR1	ENSG00000063601	X	ENSG00000063601	149861867.5
MTPAP.9028.5.3	Q9NVV4	Poly(A) RNA polymerase, mitochondrial	PAPD1	MTPAP	ENSG00000107951	10	ENSG00000107951	30646255.0
MTRF1L.11134.30.3	Q9UGC7	Peptide chain release factor 1-like, mitochondrial	RF1ML	MTRF1L	ENSG00000112031	6	ENSG00000112031	153323820.0
MUC1.11267.11.3	P15941	Mucin-1	MUC1	MUC1	ENSG00000185499	1	ENSG00000185499	155162658.0
MUC1.9176.3.3	P15941	Mucin-1	MUC1	MUC1	ENSG00000185499	1	ENSG00000185499	155162658.0
MUC4.10659.49.3	Q99102	Mucin-4	MUC4	MUC4	ENSG00000145113	3	ENSG00000145113	195538744.0
MUL1.11159.14.3	Q969V5	Mitochondrial ubiquitin ligase activator of NFKB 1	MUL1	MUL1	ENSG00000090432	1	ENSG00000090432	20834654.0
MUL1.9315.16.3	Q969V5	Mitochondrial ubiquitin ligase activator of NFKB 1	MUL1	MUL1	ENSG00000090432	1	ENSG00000090432	20834654.0
MUSK.11547.84.3	O15146	Muscle, skeletal receptor tyrosine-protein kinase	MUSK	MUSK	ENSG00000030304	9	ENSG00000030304	113431055.0
MUTYH.10030.8.3	Q9UIF7	A/G-specific adenine DNA glycosylase	MutY homolog	MUTYH	ENSG00000132781	1	ENSG00000132781	45805752.0
MXI1.9035.2.3	P50539	MAX-interacting protein 1	MXI1	MXI1	ENSG00000119950	10	ENSG00000119950	111985817.5
MXRA7.8005.1.3	P84157	Matrix-remodeling-associated protein 7	MXRA7	MXRA7	ENSG00000182534	17	ENSG00000182534	74705679.0
MXRA8.10521.10.3	Q9BRK3	Matrix-remodeling-associated protein 8	MXRA8	MXRA8	ENSG00000162576	1	ENSG00000162576	1290892.0
MXRA8.7002.1.3	Q9BRK3	Matrix-remodeling-associated protein 8	MXRA8	MXRA8	ENSG00000162576	1	ENSG00000162576	1290892.0
MYBPC1.7648.9.3	Q00872	Myosin-binding protein C, slow-type	MYPC1	MYBPC1	ENSG00000196091	12	ENSG00000196091	101988774.0
MYC.10362.35.3	P01106	Myc proto-oncogene protein	c-Myc	MYC	ENSG00000136997	8	ENSG00000136997	128748330.0
MYCT1.13541.1.3	Q8N699	Myc target protein 1	MYCT1	MYCT1	ENSG00000120279	6	ENSG00000120279	153019032.0
MYO6.9894.13.3	Q9UM54	Unconventional myosin-VI	MYO6	MYO6	ENSG00000196586	6	ENSG00000196586	76493144.5
MYOM2.13534.20.3	P54296	Myomesin-2	MYOM2	MYOM2	ENSG00000036448	8	ENSG00000036448	2057078.0
MYRF.8843.34.3	Q9Y2G1	Myelin regulatory factor	MRF	MYRF	ENSG00000124920	11	ENSG00000124920	61545078.0
MYSM1.11536.9.3	Q5VVJ2	Histone H2A deubiquitinase MYSM1	MYSM1	MYSM1	ENSG00000162601	1	ENSG00000162601	59165744.0
MYZAP.13924.13.3	P0CAP1	Myocardial zonula adherens protein	MYZAP	MYZAP	ENSG00000263155	15	ENSG00000263155	57887920.0
MYZAP.9055.81.3	P0CAP1	Myocardial zonula adherens protein	MYZAP	MYZAP	ENSG00000263155	15	ENSG00000263155	57887920.0
MYZAP.9964.10.3	P0CAP1	Myocardial zonula adherens protein	MYZAP	MYZAP	ENSG00000263155	15	ENSG00000263155	57887920.0
MZF1.14662.6.3	P28698	Myeloid zinc finger 1	MZF1	MZF1	ENSG00000099326	19	ENSG00000099326	59084403.5
MZT1.8072.19.3	Q08AG7	Mitotic-spindle organizing protein 1	MZT1	MZT1	ENSG00000204899	13	ENSG00000204899	73301825.0
N6AMT1.11096.57.3	Q9Y5N5	HemK methyltransferase family member 2	HEMK2	N6AMT1	ENSG00000156239	21	ENSG00000156239	30257693.0
NAAA.3173.49.2	Q02083	N-acylethanolamine-hydrolyzing acid amidase	ASAHL	NAAA	ENSG00000138744	4	ENSG00000138744	76861769.5
NAALAD2.7986.98.3	Q9Y3Q0	N-acetylated-alpha-linked acidic dipeptidase 2	NALD2	NAALAD2	ENSG00000077616	11	ENSG00000077616	89867871.5
NAB1.13933.276.3	Q13506	NGFI-A-binding protein 1	NAB1	NAB1	ENSG00000138386	2	ENSG00000138386	191516223.5
NAB2.13680.3.3	Q15742	NGFI-A-binding protein 2	NAB2	NAB2	ENSG00000166886	12	ENSG00000166886	57482883.5
NADK.13624.17.3	O95544	NAD kinase	NADK	NADK	ENSG00000008130	1	ENSG00000008130	1690081.0
NAGK.3894.15.2	Q9UJ70	N-acetyl-D-glucosamine kinase	NAGK	NAGK	ENSG00000124357	2	ENSG00000124357	71295780.0
NAGPA.11208.15.3	Q9UK23	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	NAGPA	NAGPA	ENSG00000103174	16	ENSG00000103174	5083633.0
NAGS.11247.20.3	Q8N159	N-acetylglutamate synthase, mitochondrial	NAGS	NAGS	ENSG00000161653	17	ENSG00000161653	42082125.0
NAMPT.5011.11.1	P43490	Nicotinamide phosphoribosyltransferase	PBEF	NAMPT	ENSG00000105835	7	ENSG00000105835	105925396.0
NAP1L2.13529.39.3	Q9ULW6	Nucleosome assembly protein 1-like 2	NP1L2	NAP1L2	ENSG00000186462	X	ENSG00000186462	72434676.0
NAPB.12655.30.3	Q9H115	Beta-soluble NSF attachment protein	SNAB	NAPB	ENSG00000125814	20	ENSG00000125814	23402109.0
NAT1.12632.14.3	P18440	Arylamine N-acetyltransferase 1	ARY1	NAT1	ENSG00000171428	8	ENSG00000171428	18067628.5
NAT14.11120.49.3	Q8WUY8	N-acetyltransferase 14	NAT14	NAT14	ENSG00000090971	19	ENSG00000090971	55996590.0
NBL1.2944.66.2	P41271	Neuroblastoma suppressor of tumorigenicity 1	DAN	NBL1	ENSG00000158747	1	ENSG00000158747	19970657.0
NBR1.7696.104.3	Q14596	Next to BRCA1 gene 1 protein	NBR1	NBR1	ENSG00000188554	17	ENSG00000188554	41323231.0
NBR1.7696.3.3	Q14596	Next to BRCA1 gene 1 protein	NBR1	NBR1	ENSG00000188554	17	ENSG00000188554	41323231.0
NCAM1.4498.62.2	P13591	Neural cell adhesion molecule 1, 120 kDa isoform	NCAM-120	NCAM1	ENSG00000149294	11	ENSG00000149294	113073088.5
NCAM1.7746.230.3	P13591	Neural cell adhesion molecule 1	NCAM1	NCAM1	ENSG00000149294	11	ENSG00000149294	113073088.5
NCAM2.6507.16.3	O15394	Neural cell adhesion molecule 2	NCAM2	NCAM2	ENSG00000154654	21	ENSG00000154654	22565550.0
NCF2.10047.12.3	P19878	Neutrophil cytosol factor 2	NCF-2	NCF2	ENSG00000116701	1	ENSG00000116701	183559716.0
NCL.13655.34.3	P19338	Nucleolin	Nucleolin	NCL	ENSG00000115053	2	ENSG00000115053	232328900.5
NCMAP.14614.41.3	Q5T1S8	Noncompact myelin-associated protein	CA130	NCMAP	ENSG00000184454	1	ENSG00000184454	24899278.5
NCOA2.14045.12.3	Q15596	Nuclear receptor coactivator 2	NCOA2	NCOA2	ENSG00000140396	8	ENSG00000140396	71069381.0
NCR1.5104.57.3	O76036	Natural cytotoxicity triggering receptor 1	NKp46	NCR1	ENSG00000189430	19	ENSG00000189430	55417514.0
NCR1.8360.169.3	O76036	Natural cytotoxicity triggering receptor 1	NKp46	NCR1	ENSG00000189430	19	ENSG00000189430	55417514.0
NCR2.2734.49.4	O95944	Natural cytotoxicity triggering receptor 2	NKp44	NCR2	ENSG00000096264	6	ENSG00000096264	41303527.0
NCR3.3003.29.2	O14931	Natural cytotoxicity triggering receptor 3	NKp30	NCR3	ENSG00000204475	6	ENSG00000204475	31560749.0
NCR3LG1.7854.38.3	Q68D85	Natural cytotoxicity triggering receptor 3 ligand 1	NR3L1	NCR3LG1	ENSG00000188211	11	ENSG00000188211	17373359.5
NDC80.12730.3.3	O14777	Kinetochore protein NDC80 homolog	KNTC2	NDC80	ENSG00000080986	18	ENSG00000080986	2577848.0
NDNF.6604.59.3	Q8TB73	Protein NDNF	CD031	NDNF	ENSG00000173376	4	ENSG00000173376	121993414.5
NDRG4.7934.11.3	Q9ULP0	Protein NDRG4	NDRG4	NDRG4	ENSG00000103034	16	ENSG00000103034	58533994.0
NDST1.6927.7.3	P52848	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1	NDST1	NDST1	ENSG00000070614	5	ENSG00000070614	149877414.5
NDUFB11.7747.47.3	Q9NX14	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	NDUBB	NDUFB11	ENSG00000147123	X	ENSG00000147123	47004670.0
NDUFB4.10677.9.3	O95168	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	NDUB4	NDUFB4	ENSG00000065518	3	ENSG00000065518	120315198.0
NDUFB8.9800.20.3	O95169	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	NDUB8	NDUFB8	ENSG00000166136	10	ENSG00000166136	102289631.5
NDUFS4.10584.7.3	O43181	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	NDUS4	NDUFS4	ENSG00000164258	5	ENSG00000164258	52856471.0
NDUFV2.7748.11.3	P19404	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	NDUV2	NDUFV2	ENSG00000178127	18	ENSG00000178127	9104080.0
NEFH.9900.36.3	P12036	Neurofilament heavy polypeptide	NFH	NEFH	ENSG00000100285	22	ENSG00000100285	29876219.0
NEGR1.13109.82.3	Q7Z3B1	Neuronal growth regulator 1	NEGR1	NEGR1	ENSG00000172260	1	ENSG00000172260	72566606.5
NEGR1.7050.5.3	Q7Z3B1	Neuronal growth regulator 1	NEGR1	NEGR1	ENSG00000172260	1	ENSG00000172260	72566606.5
NELL1.6544.33.3	Q92832	Protein kinase C-binding protein NELL1	NELL1	NELL1	ENSG00000165973	11	ENSG00000165973	20792370.5
NELL2.6022.57.3	Q99435	Protein kinase C-binding protein NELL2	NELL2	NELL2	ENSG00000184613	12	ENSG00000184613	45269934.0
NENF.9219.70.3	Q9UMX5	Neudesin	NENF	NENF	ENSG00000117691	1	ENSG00000117691	212606290.0
NEO1.8900.28.3	Q92859	Neogenin	NEO1	NEO1	ENSG00000067141	15	ENSG00000067141	73428326.0
NET1.14260.112.3	Q7Z628	Neuroepithelial cell-transforming gene 1 protein	ARHG8	NET1	ENSG00000173848	10	ENSG00000173848	5488572.0
NETO1.5639.49.3	Q8TDF5	Neuropilin and tolloid-like protein 1	NETO1	NETO1	ENSG00000166342	18	ENSG00000166342	70534266.0
NETO2.10562.42.3	Q8NC67	Neuropilin and tolloid-like protein 2	NETO2	NETO2	ENSG00000171208	16	ENSG00000171208	47162369.0
NEURL1.13604.27.3	O76050	E3 ubiquitin-protein ligase NEURL1	NEUL1	NEURL1	ENSG00000107954	10	ENSG00000107954	105315137.0
NEURL4.13468.5.3	Q96JN8	Neuralized-like protein 4	NEUL4	NEURL4	ENSG00000215041	17	ENSG00000215041	7229999.5
NFASC.7179.69.3	O94856	Neurofascin	NFASC	NFASC	ENSG00000163531	1	ENSG00000163531	204894148.5
NFE2L1.11154.3.3	Q14494	Nuclear factor erythroid 2-related factor 1	NF2L1	NFE2L1	ENSG00000082641	17	ENSG00000082641	46126494.0
NFU1.7770.25.3	Q9UMS0	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	NFU1	NFU1	ENSG00000169599	2	ENSG00000169599	69664561.5
NGF.5801.72.3	P01138	beta-nerve growth factor	b-NGF	NGF	ENSG00000134259	1	ENSG00000134259	115880857.0
NGFR.8374.5.3	P08138	Tumor necrosis factor receptor superfamily member 16	NGF R	NGFR	ENSG00000064300	17	ENSG00000064300	47573986.0
NGFR.8949.3.3	P08138	Tumor necrosis factor receptor superfamily member 16	NGF R	NGFR	ENSG00000064300	17	ENSG00000064300	47573986.0
NGRN.7153.66.3	Q9NPE2	Neugrin	NGRN	NGRN	ENSG00000182768	15	ENSG00000182768	90808914.0
NHEJ1.11351.233.3	Q9H9Q4	Non-homologous end-joining factor 1	NHEJ1	NHEJ1	ENSG00000187736	2	ENSG00000187736	220024180.5
NHLRC3.9087.8.3	Q5JS37	NHL repeat-containing protein 3	NHLC3	NHLRC3	ENSG00000188811	13	ENSG00000188811	39612455.0
NHP2L1.13602.6.3	P55769	NHP2-like protein 1	NH2L1	NHP2L1	ENSG00000100138	22	ENSG00000100138	42084829.5
NID1.3213.65.2	P14543	Nidogen-1	Nidogen	NID1	ENSG00000116962	1	ENSG00000116962	236228435.5
NID2.3633.70.5	Q14112	Nidogen-2	NID2	NID2	ENSG00000087303	14	ENSG00000087303	52496325.0
NIPAL4.12864.9.3	Q0D2K0	Magnesium transporter NIPA4	NIPA4	NIPAL4	ENSG00000172548	5	ENSG00000172548	156887224.0
NISCH.12738.43.3	Q9Y2I1	Nischarin	NISCH	NISCH	ENSG00000010322	3	ENSG00000010322	52507102.0
NLGN1.8052.115.3	Q8N2Q7	Neuroligin-1	NLGN1	NLGN1	ENSG00000169760	3	ENSG00000169760	173312549.5
NLGN4X.5357.60.3	Q8N0W4	Neuroligin-4, X-linked	NLGNX	NLGN4X	ENSG00000146938	X	ENSG00000146938	6145502.0
NLRP1.11661.11.3	Q9C000	NACHT, LRR and PYD domains-containing protein 1	NALP1	NLRP1	ENSG00000091592	17	ENSG00000091592	5487783.5
NLRP10.12821.6.3	Q86W26	NACHT, LRR and PYD domains-containing protein 10	NAL10	NLRP10	ENSG00000182261	11	ENSG00000182261	7986088.5
NLRP4.12794.6.3	Q96MN2	NACHT, LRR and PYD domains-containing protein 4	NALP4	NLRP4	ENSG00000160505	19	ENSG00000160505	56348261.0
NMB.9321.400.3	P08949	Neuromedin-B	NMB	NMB	ENSG00000197696	15	ENSG00000197696	85201786.5
NME1.5909.51.3	P15531	Nucleoside diphosphate kinase A	Nucleoside diphosphate kinase A	NME1	ENSG00000239672	17	ENSG00000239672	49230941.5
NME2.4249.64.2	P22392	Nucleoside diphosphate kinase B	NDP kinase B	NME2	ENSG00000011052	17	ENSG00000011052	49230965.0
NMES1.6406.3.3	Q9C002	Normal mucosa of esophagus-specific gene 1 protein	NMES1	NMES1	ENSG00000166920	15	ENSG00000166920	45722791.0
NMRAL1.13988.67.3	Q9HBL8	NmrA-like family domain-containing protein 1	NMRL1	NMRAL1	ENSG00000153406	16	ENSG00000153406	4524556.5
NMT1.5196.7.3	P30419	Glycylpeptide N-tetradecanoyltransferase 1	NMT1	NMT1	ENSG00000136448	17	ENSG00000136448	43139047.0
NOG.5846.24.3	Q13253	Noggin	Noggin	NOG	ENSG00000183691	17	ENSG00000183691	54671060.0
NoneX.13230.174.3	P01859		IgG2, Kappa	NoneX				
NoneX.13231.90.3	P01861		IgG4, Kappa	NoneX				
NOTCH1.5107.7.2	P46531	Neurogenic locus notch homolog protein 1	Notch 1	NOTCH1	ENSG00000148400	9	ENSG00000148400	139418350.0
NOTUM.8252.2.3	Q6P988	Palmitoleoyl-protein carboxylesterase NOTUM	NOTUM	NOTUM	ENSG00000185269	17	ENSG00000185269	79918959.0
